# File: IEA_CCUS_Projects_Database_2025.csv
# Title: Operational + Under Construction CCUS Capacity
# Units: MtCO2 per year
# Source: IEA 2025 https://www.iea.org/data-and-statistics/data-product/ccus-projects-database#
# Column types: ciccciiiicncncccc
# ----------
Project name,ID,Country,Partners,Project type,Announcement,FID,Operation,Suspension/decommissioning/cancellation,Project Status,Project phase,Announced capacity (Mt CO2/yr),Estimated capacity by IEA (Mt CO2/yr),Sector,Fate of carbon,Part of CCUS hub,Region
TarraCO2,1203,Spain,"Repsol (operator), Carbonvert, MEPUSA (Mitsui E&P USA), POSCO",Storage,2022,,,,Planned,,,,Storage,Dedicated storage,TarraCO2,Europe
CarboClearTech (Martres-Tolosane cement plant),1204,France,Lafarge France (Holcim Group),Capture,2024,,2031,,Planned,,0.7,0.7,Cement,Dedicated storage,,Europe
Marcegaglia AdriatiCO2,1205,Italy,0,Capture,2024,,,,Planned,,0.1,0.1,Iron and steel,Dedicated storage,,Europe
Alto ingredient Pekin campus plant (IL),1206,United States,"Alto Ingredient, Vault 44.01",Capture,2024,,,,Planned,,0.6,0.6,Biofuels,Dedicated storage,,North America
Ammonia Houston Ship Channel (TX),1207,United States,"Inpex, Air Liquide (hydrogen production), LSB, Vopak, KBR (tech)",Capture,2023,2026,2029,,Planned,,1.6,1.6,Hydrogen or ammonia,Dedicated storage,,North America
Carbon Dioxide Full Oxygen Combustion Enrichment and Purification Demonstration Project Qingzhou (Shandong),1208,People's Republic of China,"China United Cement Company, Tianjin Cement Industry Design & Research Institute, Shanghai Triumph Energy Conservation Engineering Co Ltd",CCU,2022,2023,2024,,Operational,,0.2,0.2,Cement,Unknown/unspecified,,Other Asia Pacific
CNPC 3 million tons Songliao basin demonstration (Heilongjiang),1209,People's Republic of China,CNPC,Full chain,2023,,2026,,Planned,,3,3,Power and heat,Unknown/unspecified,,Other Asia Pacific
Capsol feasibility study cement Germany,1210,Germany,"Capsol, unknown companies",Capture,2024,,,,Planned,,0.4,0.4,Cement,Dedicated storage,,Europe
Malarenergi waste to energy Vasteras,1211,Sweden,"Malarenergi, Backock & Wilcox",Capture,2024,,,,Planned,,0.4,0.4,Power and heat,Unknown/unspecified,,Europe
GeoDura Carbon Storage Hub (LA),1214,United States,"Onstream CO2 (Enbridge, CarbonVert, CASTEX)",T&S,2024,,2028,,Planned,,9,9,T&S,Dedicated storage,GeoDura Carbon Storage Hub (LA),North America
St. Mary Parish Carbon Storage Hub (LA),1215,United States,"Onstream CO2 (Enbridge, CarbonVert, CASTEX)",T&S,2024,,,,Planned,,,,T&S,Dedicated storage,St. Mary Parish Carbon Storage Hub (LA),North America
Whites Bayou (TX),1216,United States,BKVerde,T&S,2024,,,,Planned,,0.5,0.5,T&S,Dedicated storage,,North America
Port Arthur LNG - Titan Carbon sequestration project (TX),1217,United States,Sempra Infrastructure,Full chain,2023,,,,Planned,,,,Natural gas processing/LNG,Dedicated storage,Titan Carbon sequestration project (TX),North America
Rose carbon capture and storage (TX),1218,United States,ExxonMobil,T&S,2024,,2026,,Planned,,2.2,2.2,T&S,Dedicated storage,Rose carbon capture and storage (TX),North America
Florida DAC hub (FL),1219,United States,"University of Illinois at Urbana-Champaign, Carbon America",Capture,2023,,,,Planned,,0.05,0.05,DAC,Dedicated storage,,North America
Colorado (Pueblo) DAC hub (CO),1220,United States,"University of Illinois at Urbana-Champaign, Carbon America",Capture,2023,,,,Planned,,0.05,0.05,DAC,Dedicated storage,,North America
Redbud CCS hub (Tri-state CCS hub) (WV),1221,United States,"Tenaska, Southern States Energy Board",Storage,2023,,2030,,Planned,,,1.591,Storage,Dedicated storage,Redbud CCS hub (WV),North America
Buckeye CCS hub (Tri-state CCS hub) (OH),1222,United States,"Tenaska, Southern States Energy Board",Storage,2023,,2030,,Planned,,,2.727,Storage,Dedicated storage,Buckeye CCS hub (Tri-state CCS hub) (OH),North America
Beaumont sequestration project (TX),1223,United States,Caliche,Storage,2023,,,,Planned,,0.25,0.25,Storage,Dedicated storage,,North America
Brown  (MI),1224,United States,Lambda energy resources,Storage,2023,,,,Planned,,,,Storage,Dedicated storage,,North America
Windsor FRE ethanol plant - front range 1-1 (CO),1225,United States,Carbon Storage Solutions (Front range energy),Full chain,2022,,,,Planned,,0.128,0.128,Biofuels,Dedicated storage,,North America
Texas Gulf Coast CCS Refugio (TX),1226,United States,ConocoPhillips,Storage,2024,,,,Planned,,,,Storage,Dedicated storage,Texas Gulf Coast CCS Refugio (TX),North America
Vault Aster storage (IN),1227,United States,"Vault, POET",Storage,2024,,,,Planned,,,,Storage,Dedicated storage,,North America
Valero Linden plant (IA),1228,United States,"Valero, Vault Alliance CCS (Vault)",Full chain,2024,,,,Planned,,0.7,0.7,Biofuels,Dedicated storage,,North America
Carbon TerraVault 6 (CA),1229,United States,Carbon TerraVault Holdings LLC ,Storage,2024,,2027,,Planned,,2.5,2.5,Storage,Dedicated storage,Carbon TerraVault 6,North America
Mountaineer sequestration (WV),1230,United States,"Capio sequestration, Batelle",Storage,2024,,,,Planned,,,1,Storage,Dedicated storage,,North America
High plains carbon storage (NE),1231,United States,Tallgrass energy,Storage,2024,,,,Planned,,,,Storage,Dedicated storage,High plains carbon storage (NE),North America
Block energy CCS project,1232,Georgia,"Block energy, Rustavi Azot, Oilfield Production Consultants",Storage,2024,,,,Planned,,,,Storage,Dedicated storage,,Eurasia
Sullom voe terminal and Shetland basin hub (SVT),1233,United Kingdom,Veri Energy (EnQuest),T&S,2023,,2029,,Planned,,10,10,T&S,Dedicated storage,Sullom voe terminal and Shetland basin hub (SVT),Europe
Shetland Offshore power generation,1234,United Kingdom,"Ocean-Power AS, Amplus Energy Services Limited",Capture,2024,,2029,,Planned,,1,1,Power and heat,Dedicated storage,Sullom voe terminal and Shetland basin hub (SVT),Europe
Donaldsville CO2 storage (TX),1235,United States,BKVerde,T&S,2024,,,,Planned,,,,T&S,Dedicated storage,,North America
Maurepas WMA sequestration project (LA),1236,United States,Capio sequestration,T&S,2024,,,,Planned,,,,T&S,Dedicated storage,,North America
Orchard One (WY),1237,United States,"Spiritus, Casper carbon sequestration",Capture,2024,,2026,,Planned,,2,2,DAC,Dedicated storage,,North America
Casper Carbon Storage Hub (WY),1238,United States,"Spiritus, Casper carbon sequestration",Storage,2024,,2026,,Planned,,2,2,Storage,Dedicated storage,,North America
Aramco gas plants (3 facilities),1240,Saudi Arabia,Saudi Aramco,Capture,2022,,2027,,Planned,,6,6,Natural gas processing/LNG,Dedicated storage,Jubail CCS hub,Middle East
San Patricio-Aransas-Nueces CO2 Infrastructure Project (TX),1241,United States,Southern States Energy Board,Transport,2024,,,,Planned,,,,Transport,Dedicated storage,,North America
Petronas Kuantan hub,1242,Malaysia,Petronas,T&S,2024,,2029,,Planned,,,,T&S,Unknown/unspecified,Petronas Kuantan hub,Other Asia Pacific
Petronas Kerteh hub,1243,Malaysia,"Petronas, ADNOC, Storegga",T&S,2024,,2030,,Planned,,5,5,T&S,Unknown/unspecified,Petronas Kerteh hub,Other Asia Pacific
BEA Alizay,1245,France,"Biomasse Energy d'Alizay, Verso Energy",CCU,2024,,2029,,Planned,,0.3,0.3,Power and heat,Use,,Europe
Papetier Sylvamo Saillat sur Vienne,1246,France,"Sylvamo, Verso Energy",CCU,2024,,2029,,Planned,,,,Other industry,Use,,Europe
Usine RYAM Tartas,1247,France,"RYAM, Verso Energy",CCU,2024,,2029,,Planned,,,,Other industry,Use,,Europe
Rayonier carbon storage agreement (AL),1248,United States,"Reliant carbon capture, Rayonier",Storage,2024,,,,Planned,,,,Storage,Dedicated storage,,North America
Carbon TerraVault 1 (CA),1249,United States,California Resources Corporation (Carbon TerraVault),Storage,2022,2025,2026,,Planned,,1.5,1.5,Storage,Dedicated storage,Carbon TerraVault 1,North America
Project Concho (TX) phase 1,1250,United States,"SkyTree, Verified Carbon, Greenalia (wind provider)",Full chain,2024,,2030,,Planned,1,0.05,0.05,DAC,Dedicated storage,,North America
Project Concho (TX) phase 2,1251,United States,"SkyTree, Verified Carbon, Greenalia (wind provider)",Full chain,2024,,,,Planned,2,0.45,0.45,DAC,Dedicated storage,,North America
Ankeron Carbon Management Hub (WA),1252,United States,"Carbfix, the Pacific Northwest National Laboratory, the RockyMountain Institute, Washington State University, Fluor Corporation, AES and Lanzatech",Full chain,2023,,2030,,Planned,,,,DAC,Dedicated storage,,North America
Grizzly DAC plant,1253,United States,"Removr, Ankeron Carbon Management Hub consortium",Full chain,2023,,2030,,Planned,,1,1,DAC,Dedicated storage,Ankeron Carbon Management Hub,North America
Net-zero 1 (SD),1255,United States,Gevo,Capture,2021,,2026,,Planned,,0.29,0.29,Biofuels,Dedicated storage,,North America
Bayou Bend West onshore (TX),1257,United States,"Chevron (50%), Talos Energy (TotalEnergies) (25% and operator), Equinor (25%)",Storage,2023,2027,2030,,Planned,,,,Storage,Dedicated storage,Bayou Bend CCS onshore (TX),North America
Antwerp - ARCaDe,1258,Belgium,"Fluxys, AirLiquide, TotalEnergies",Capture,2024,,,,Planned,1,0.74,0.74,Other fuel transformation,Dedicated storage,,Europe
Bluebell  (Roanoke Cement Company CCS),1260,United States,"Titan(owner of Roanoke Cement Company), Leilac, Amazon, Virginia Tech",Full Chain,2025,,,,Planned,,0.55,0.55,Cement,Dedicated Storage,,North America
Mississippi Lime Company (MLC) CCS,1261,United States,"MLC, Leilac,  Industrial Ally, Nuada, ",Full Chain,2025,,,,Planned,,0.15,0.15,Cement,Dedicated Storage,,North America
Cypress DAC Hub Heirloom Facility (LA) Phase 1,1262,United States,"Heirloom, Leilac, CapturePoint",Capture,2023,,2026,,Planned,1,0.017,0.017,DAC,Dedicated Storage,Central Louisiana Regional Carbon Storage (CENLA) Hub (LA),North America
Sisak biorefinery project,1264,Croatia,INA-Industrija nafte,Capture,2021,,2026,,Planned,,0.36 - 0.46,0.46,Biofuels,Dedicated storage,,Europe
Airvault cement plant,1265,France,Heidelberg Materials France ,Capture,2024,,2030,,Planned,,1,1,Cement,Dedicated storage,GoCO2,Europe
Carbon Connect Delta ,1267,Netherlands-Belgium,"Smart Delta Resources, Port company North Sea Port, ArcelorMittal, Dow Benelux, PZEM, Yara and Zeeland Refinery, Gasunie and Fluxys",T&S,2020,,2026,,Planned,,3.3 - 6.5,6.5,T&S,Dedicated storage,Carbon Connect Delta,Europe
Iroko carbon storage ,1269,Norway,"V r Energi (40%), OMV (Norge) AS (30%) and Lime Petroleum AS (30%). ",Storage,2024,,,,Planned,,7.5,7.5,Storage,Dedicated storage,,Europe
Kinno carbon storage ,1270,Norway,Equinor,Storage,2024,,,,Planned,,5,5,Storage,Dedicated storage,,Europe
Albondigas carbon storage ,1271,Norway,Equinor,Storage,2024,,,,Planned,,5,5,Storage,Dedicated storage,,Europe
Atlas carbon storage ,1272,Norway,Aker BP (80 %  operator)  PGNiG Upstream Norway AS (20%),Storage,2024,,,,Planned,,,,Storage,Dedicated storage,,Europe
KEPCO 150 MW coal plant,1275,South Korea,KEPCO,Capture,2021,,2030,,Planned,,,,Power and heat,Unknown/unspecified,,Other Asia Pacific
SOMZERO CO2,1277,Spain,CEMEX,Full chain,2023,,2030,,Planned,,1.1,1.1,Cement,Dedicated storage,,Europe
Baltic Sea Storage,1278,Poland,ORLEN,Storage,2023,,2030,,Planned,,,,Storage,Dedicated storage,,Europe
NSW CO2 SAP,1279,Australia,Coal Innovation NSW,Storage,2022,,,,Planned,,,,Storage,Dedicated storage,,Australia and New Zealand
Otway CCS Hub,1280,Australia,Beach Energy,Storage,2022,,,,Planned,,0.2 - 0.2,0.2,Storage,Dedicated storage,,Australia and New Zealand
Cygnus CCS Hub phase 1,1281,Australia,"Mitui E&P Australia, Wesfarmers Chemicals, Energy & Fertilisers",Storage,2024,,,,Planned,1,0.5,0.5,Storage,Dedicated storage,Cygnus CCS Hub,Australia and New Zealand
Cygnus CCS Hub phase 2,1282,Australia,"Mitui E&P Australia, Wesfarmers Chemicals, Energy & Fertilisers",Storage,2023,,,,Planned,2,0.5,0.5,Storage,Dedicated storage,Cygnus CCS Hub,Australia and New Zealand
Incapture G-15-AP,1283,Australia,"InCapture, SK earthon Australia, Carbon CQ",Storage,2024,,2030,,Planned,,,,Storage,Dedicated storage,,Australia and New Zealand
Chevron G-20-AP,1284,Australia,"Chevron, Mobil Australia Resources Company, Shell",Storage,2024,,,,Planned,,,,Storage,Dedicated storage,,Australia and New Zealand
Chevron G-18-AP,1285,Australia,"Chevron, Woodside Energy",Storage,2024,,,,Planned,,,,Storage,Dedicated storage,,Australia and New Zealand
Fjernvarme Fyn,1288,Denmark,Fjernvarme Fyn A/S,Capture,2024,,2029,,Planned,,0.28,0.28,Power and heat,Unknown/unspecified,,Europe
Fjord-Projekt CIP ( Carbon Captured from  Nordv rk Incineration Plant),1291,Denmark,"CIPNordv rk, Aalborg Forsyning, and Copenhagen Infrastructure Partners. (CIP)",CCU,2024,,2030,,Planned,,0.33,0.33,Power and heat,Use,,Europe
European Energy/Padborg PtX ApS,1294,Denmark,European Energy,CCU,,,2027,,Planned,,,,TBD,Use,,Europe
Jinjiang Chemical CCUS Project (Xinjiang),1298,People's Republic of China,"Qishi Jinjiang Chemical Co., Ltd",Full chain,2022,,2023,,Operational,,0.1,0.1,Chemicals,EOR and storage,,Other Asia Pacific
Xinjiang Dunhua Wucaiwan Industrial Park CO2 Capture Project (Xinjiang),1299,People's Republic of China,Dunhua Oil Company,Full chain,,,2024,,Operational,,0.15,0.15,Chemicals,EOR,,Other Asia Pacific
Dongfang Boiler CLC Demonstration (Sichuan),1301,People's Republic of China,"Chinese-European Emission-Reducing Solutions project (CHEERS),  TotalEnergies and Dongfang Boiler Group Co., Ltd (DBC)",Capture,2017,,2025,,Under construction,,,,Power and heat,Unknown/unspecified,,Other Asia Pacific
A2X's CCS Esbjerg ( Carbon captured from Energnist Incineration Plant in Esbjerg),1305,Denmark,"A2X , SubC Partner, Juel+Kr yer and HYTOR Group",Full Chain,2022,,2026,,Planned,,0.23,0.23,Power and heat,Dedicated storage,,Europe
European Energy/Br nderslev PtX (Biogas or waste incineration plants in Northern Jutland),1306,Denmark,European Energy ,CCU,2023,,2030,,Planned,,0.15,0.15,Biofuels,Use,,Europe
Bantam DAC (OK),1307,United States,"Heimdal Inc, CapturePoint",Full chain,,,2024,,Operational,,0.005,0.005,DAC,EOR, Oklahoma Carbon Hub ,North America
Campo Viejo Gas Processing Plant,1308,United States,Stakeholder Gas Services,Full Chain,2018,,2024,,Operational,,0.12 - 0.19,0.12,Other fuel transformation,Dedicated storage,,North America
Xinjiang Guoneng Chemical Co CCU Phase 1  (Xinjiang),1309,People's Republic of China,"Xinjiang Guoneng Chemical Co., Ltd, Xinjiang Huarui Gas Co., Ltd (built ccu infrastructure)",CCU,,,2024,,Operational,1,0.1,0.1,Chemicals,EOR,,Other Asia Pacific
"Xinjiang Guoneng Chemical Co., Ltd CCU Phase 2 (Xinjiang)",1310,People's Republic of China,"Xinjiang Guoneng Chemical Co., Ltd, Xinjiang Huarui Gas Co., Ltd (built ccu infrastructure)",CCU,,,,,Planned,2,0.2,0.2,Chemicals,EOR,,Other Asia Pacific
Pi on s Dark Horse Treating Facility and storage,1311,United States,Pi on Midstream,Full chain,2020,,2024,,Operational,,0.18 - 0.19,0.19,Natural gas processing/LNG,Dedicated storage,,North America
New Generation Gas Gathering (NG3),1312,United States,"Momentum Midstream, ExxonMobil",Capture,,2022,2025,,Under construction,,1.2,1.2,Natural gas processing/LNG,Dedicated storage,,North America
" Shaanxi Coal Group Yulin Chemical Co., Ltd  CCUS Phase 1 (Shaanxi)",1313,People's Republic of China," Shaanxi Coal Group Yulin Chemical Co., Ltd",Full chain,,2023,2026,,Under construction,1,0.4,0.4,Other fuel transformation,Dedicated storage,Yanchang oilfield,Other Asia Pacific
" Shaanxi Coal Group Yulin Chemical Co., Ltd  CCUS Phase 2 (Shaanxi)",1314,People's Republic of China," Shaanxi Coal Group Yulin Chemical Co., Ltd",Full chain,2023,,2029,,Planned,2,0.6,0.6,Other fuel transformation,Dedicated storage,,Other Asia Pacific
" Shaanxi Coal Group Yulin Chemical Co., Ltd  CCUS Phase 3 (Shaanxi)",1315,People's Republic of China," Shaanxi Coal Group Yulin Chemical Co., Ltd",Full chain,2023,,2033,,Planned,3,3,3,Other fuel transformation,Dedicated storage,,Other Asia Pacific
Waste to hydrogen Boson Energy (H2-BEAM),1317,Spain,Boson Energy SA,Capture,,,,,Planned,,,,Hydrogen or ammonia,Unknown/unspecified,,Europe
Waste to hydrogen Boson Energy (BEH2X DE),1320,Germany,Boson Energy SA,Capture,,,,,Planned,,,,Hydrogen or ammonia,Unknown/unspecified,,Europe
Waste to hydrogen Boson Energy (BEH2X LUX),1324,Luxembourg,Boson Energy SA,Capture,,,,,Planned,,,,Hydrogen or ammonia,Unknown/unspecified,,Europe
Yeosu Myodo Island Blue Hydrogen Plant ,1325,South Korea,"Hanyang Corporation, Linde",Capture,,,2030,,Planned,,0.43,0.43,Hydrogen or ammonia,Dedicated storage,,Other Asia Pacific
SK Ulsan Complex,1326,South Korea,"SK, Honeywell ",Capture,,,2026,,Planned,,0.4,0.4,Hydrogen or ammonia,Dedicated storage,,Other Asia Pacific
Onyx plant - Port of Rotterdam,1327,Netherlands,Onyx Power,Capture,2023,,2028,,Planned,,2.5,2.5,Hydrogen or ammonia,Dedicated storage,,Europe
Koping - Waste-to-Hydrogen,1328,Sweden,"Plagazi, Petrofac",Capture,2024,,,,Planned,,0.175,0.175,Hydrogen or ammonia,Unknown/unspecified,,Europe
"Mitsubishi - Pupuk Indonesia, Blue NH3 Sumatra-Java",1329,Indonesia,"Mitsubishi, Pupuk Indonesia",Capture,,,,,Planned,,,,Chemicals,Dedicated storage,,Other Asia Pacific
H2M Eemshaven,1330,Netherlands,"Equinor, Linde",Capture,2024,,2030,,Planned,,,1.837,Hydrogen or ammonia,Dedicated storage,,Europe
Eneos project (MVCE Gulf Coast),1331,United States,"ENEOS, MVCE Gulf Coast",Capture,2024,,2031,,Planned,,,1.924,Hydrogen or ammonia,Unknown/unspecified,,North America
Ashdown Pulp Mill CCS ,1332,United States,"Domtar, Svante, Paper Excellence and Wood ",Full chain,2024,,,,Planned,,1.5,1.5,Other industry,Dedicated storage,,North America
Pelican Origen DAC project (LA),1334,United States,"Origen carbon, US DOE, Pelican Consortium (Shell, University of Houston)",Capture,2024,,2030,,Planned,,0.05,0.05,DAC,Dedicated storage,Pelican DAC hub,North America
Connah's Quay Low Carbon Power Phase 2,1335,United Kingdom,"Uniper, Technip Energies(FEED)",Capture,2021,,,,Planned,2,1.2,1.2,Power and heat,Dedicated storage,Liverpool Bay CO2 storage (Hynet),Europe
Pelican-RepAir DAC Project,1336,United States," RepAir, US DOE, Pelican Consortium( Shell, University of Houston)",Capture,2025,,,,Planned,,,,DAC,Dedicated storage,Pelican DAC hub,North America
Origen DAC Demonstration (EERC) (ND),1337,United States,"Origen carbon, Energy & Environmental Research Center ",Capture,2024,,2026,,Planned,,0.001,0.001,DAC,Dedicated storage,,North America
CALDAC (CA),1338,United States,"Origen Carbon, UC Berkeley, US DOE, multiple community and technology partners",Capture,2023,,2030,,Planned,,0.05,0.05,DAC,Dedicated storage,CALDAC (Community Alliance for Direct Air Capture),North America
Olea Phase 1,1339,Greece,"EnEarth (Subsidiary of Energean), RepAIr",Capture,2024,,2026,,Planned,1,0.001,0.001,DAC,Dedicated storage,Prinos CO2 storage,Europe
Olea Phase 2,1340,Greece,"EnEarth (Subsidiary of Energean), RepAIr",Capture,2024,,,,Planned,2,0.029,0.029,DAC,Dedicated storage,Prinos CO2 storage,Europe
Olea Phase 3,1341,Greece,"EnEarth (Subsidiary of Energean), RepAIr",Capture,2024,,,,Planned,3,0.07,0.07,DAC,Dedicated storage,Prinos CO2 storage,Europe
Oak CCS (RepAir Carbon- C-Questra) Phase 1,1342,France,"RepAir Carbon, C-Questra",Capture,2024,,2026,,Planned,1,0.03,0.03,DAC,Dedicated storage,,Europe
Oak CCS (RepAir Carbon- C-Questra) Phase 2,1343,France,"RepAir Carbon, C-Questra",Capture,2024,,2030,,Planned,2,0.07,0.07,DAC,Dedicated storage,,Europe
Acacia (RepAir- Cella Partnership Project) Phase 1,1344,Kenya,"RepAir Carbon, Cella",Capture,2024,,,,Planned,1,0.001,0.001,DAC,Dedicated storage,,Africa
Acacia (RepAir- Cella Partnership Project) Phase 2,1345,Kenya,"RepAir Carbon, Cella",Capture,2024,,,,Planned,2,0.019,0.019,DAC,Dedicated storage,,Africa
